source,source_id,name,category,sector,address,phone,website,rating,review_count,business_status,opening_hours,latitude,longitude,city,state,country
google_maps,ChIJ4R7CXa6bOzoRCa87eRHzDZI,Varalakshmi Bangles and Rold Gold Covering,Jewellery,Retail,"Aguruvidi, Bobbili, Andhra Pradesh 535558, India",085559 68372,,4,4,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJWwRTEhXlOzoRlb7WVt4trwA,Sri Sai Bangles and fancy,Jewellery,Retail,"SRI Sai Bangles and Fancy, Water Plant, YSR Nagar, Thotapalem, Balaji Nagar, Vizianagaram, Andhra Pradesh 535003, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJkWpfXQDlOzoROLy5KXoZfyc,SSS GOLD COVERINGS,Jewellery,Retail,"8-18-864, VT Agraharam Rd, Gandhi Nagar, VT Agraharam, Vizianagaram, Andhra Pradesh 535004, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJBy-gqwXlOzoRXTIOLhphVFI,Shatvika ladies corner and bangles,Jewellery,Retail,"Santhosh Nagar, opposite Bangaramma Thalli Temple, Industrial Estate, VT Agraharam, Vizianagaram, Andhra Pradesh 535004, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJSw0hZ3ucOzoRPmqk9M-R44w,Sree Seetarama Jewellery,Jewellery,Retail,"2B, Jenda Street, beside Sunitha Hospital, Bobbili, Janardhana Ranga Rayapuram at Kintal, Andhra Pradesh 535573, India",,,5,1,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJQ-m04TubOzoRQjTQE2huSw0,BALAJI GOLD TESTING,Jewellery,Retail,"Kanchara St, OPP.RAMALAYAM, Aguruvidi, Bobbili, Andhra Pradesh 535573, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJtfTpawCbOzoRSJsp_-yq_RY,Sri srinivasa 1 gram jewellery fancy & bangles,Jewellery,Retail,"H9F5+M75, Maharanipeta, Bobbili, Andhra Pradesh 535558, India",099635 62212,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJ05bWbRGbOzoRsF6P_RdaI-0,Sri Lakshmi Jewellers,Jewellery,Retail,"Main Road, Bazaar Rd, Aguruvidi, Bobbili, Andhra Pradesh 535573, India",094401 94325,,5,2,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJkz2cghCbOzoRgP9lna1CpBc,A to Z ladies mart,Jewellery,Retail,"Tandrapapara junction, beside central bank, Aguruvidi, Bobbili, Andhra Pradesh 535558, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJwYTOyg3lOzoRK9UMOAUr1Zw,"Shivani bangles,fancy and gift store",Jewellery,Retail,"Shivani bangles,fancy and gift store,Kothapeta, water tank, Ananda Gajapathi Rd, ganapati road, Vizianagaram, Andhra Pradesh 535002, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJ671eB1vlOzoR4_zwhmvGOHM,Jayalakshmi Pearls,Jewellery,Retail,"Shop No. 5, Pandu Complex, Kolla Bazar Area, Santha Pet, Vizianagaram, Andhra Pradesh 535001, India",081437 65476,,4,2,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJie6SUlrlOzoRR3jnR8B9aO0,Kiran Jewellers,Jewellery,Retail,"7-2-19, Rangireeju St, Polyster House Area, Santha Pet, Vizianagaram, Andhra Pradesh 535001, India",089222 74840,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJ4dOQLyflOzoRaS43pUVjQv4,N.V.S Jewellery,Jewellery,Retail,"Door no 8-1-99, peddaveedhi, M, G. Road, SKP Temple Area, Santha Pet, Vizianagaram, Andhra Pradesh 535001, India",091623 45916,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJuxx-UZZhOToRWYlMlNgc5V0,పావని జ్యూయలర్స్,Jewellery,Retail,"V5WM+JMJ, కె. కోటపాడు రోడ్, కొత్తవలస, ఆంధ్ర ప్రదేశ్ 535183, India",086392 11613,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJH1es-r1hOToRv6Ux5krtneY,శ్రీ మోదమంబ ఫుట్వేర్,Jewellery,Retail,"Kothavalasa, Andhra Pradesh 535183, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJ0Sv35b1hOToRCPw3tLZo9I4,శ్రీ వేంకటేశ్వర ఎలక్ట్రికల్ & ప్లంబింగ్,Jewellery,Retail,"Kothavalasa, Andhra Pradesh 535183, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJnd5LnAxhOToRHWu6EZW1dZ8,చైతన్య కిరాణా షాన్ షాప్,Jewellery,Retail,"V5GQ+668, Mangalapalem Rd, Mangalapalem, Chintalapalem, Andhra Pradesh 535183, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJV5fXjqNhOToR84WmjEWx0HE,శ్రీ గాయత్రి పాన్ & కిరాణ షాప్,Jewellery,Retail,"Kothavalasa, Andhra Pradesh 535183, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJeR1tG-5hOToRxVaF6FSadew,శ్రీ దుర్గాదేవి రమణ ఆయిల్ మిల్,Jewellery,Retail,"W56G+JC6, మెయిన్ రోడ్, దాసరివారిపాలెం గ్రామం, వీరభద్ర పురం, ఆంధ్ర ప్రదేశ్ 535183, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJRWpWRtNmOToRhnfu8uoQSXE,916 HALL MARK JEWELLERY,Jewellery,Retail,"Durga Colony, Saripalli, Andhra Pradesh 531173, India",063042 20260,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJ48a4XWnlOzoRdvVStFgMLfU,గోవిందా జ్యూయలర్స్,Jewellery,Retail,"495W+2JP, Railway Station Rd, Mayuri Junction Area, Gadi Khana, Railway Station Area, Vizianagaram, Andhra Pradesh 535003, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJ_fvPgg3lOzoRAlgxOfwnIWo,Sk Ajaharuddin Alamin Machine chain,Jewellery,Retail,"Rangireeju St, Old Bus Stand Area, Santha Pet, Vizianagaram, Andhra Pradesh 535001, India",075848 23781,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJezreCwDvOzoRBHDTJxVITF0,Pallavi jewellery works,Jewellery,Retail,"5CM7+GH5, Bhopaiapuram Rd, Konda Velagada, Kondagumpam, Andhra Pradesh 535003, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJQYBkRBnlOzoRy5A7XrglfGo,Mahadev Traders,Jewellery,Retail,"Sri Ram Nagar Colony, Ice Factory Area, Shirdi Sai Nagar, Vizianagaram, Andhra Pradesh 535001, India",,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJwbV46jxDOToRbYr6EhvdteU,SILVER ART MUSEUM / SONAAKSHI JEWELS,Jewellery,Retail,"Dwaraka Nagar,NAVARATHNA JEWEL SQUARE,GF:02, opposite TSR Complex, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India",083744 48026,,4.9,60,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJAQAAwBBDOToRZgXOnH7uGM0,Tarinika Jewellery and Bramaramba Pearls,Jewellery,Retail,"Shop no. 3,4,5, Venkat Arcade, Prakasaraopeta, Nehru Nagar, Ram Nagar, Prakasaraopeta, Jagadamba Junction, Visakhapatnam, Andhra Pradesh 530020, India",085228 55587,,4.5,240,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJGdGXdTZDOToRXBZlevVmNfI,LAKSHMI DEEPIKA SILVER HOUSE,Jewellery,Retail,"50, Seethammadhara Rd, TPT Colony, Balayya Sastri Layout, Seethammadara, Visakhapatnam, Andhra Pradesh 530013, India",090009 44944,,4.8,253,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJnaJNHKDlOzoRkBccj16gsP0,SRI Sai Bangles Fancy,Jewellery,Retail,"Venu Gopal Swamy Matam, Ayya Koneru Area, Babametta, Vizianagaram, Andhra Pradesh 535002, India",093817 65337,,4,1,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJdw0W8J3sOzoRPYsnRKzG9pw,Sai Suseela Bangles,Jewellery,Retail,"78JP+FP3, Gajapatinagaram, Andhra Pradesh 535270, India",,,3.5,4,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJffPfFMHlOzoRN6rUWna2WeM,Mahadev bangles store,Jewellery,Retail,"City Bus Stand Area, Santha Pet, Vizianagaram, Andhra Pradesh 535001, India",094925 93449,,4.8,4,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJw7k5_pNDOToRE7VCqJuSDyo,Banke Bihari Bangle Store,Jewellery,Retail,"75 Feet Road , Ramakrishna Junction, Banke Bihari Bangle Store, Bansal Niwas, 26-2-1/1B, opposite to Sri Durga Wines, Daba Gardens, Allipuram, Visakhapatnam, Andhra Pradesh 530001, India",080999 07800,,5,383,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJiZw4gVvlOzoR6odyMo0mD8c,Mahalakshmi Bangles & Fancy Stores,Jewellery,Retail,"Door No. 6, 8-30, MG Rd, opp. SBH, SKP Temple Area, Santha Pet, Vizianagaram, Andhra Pradesh 535001, India",098493 92005,,3.2,6,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJ41Bx0qblOzoRlcA4aSlh_u8,Fancy store,Jewellery,Retail,"Gandhi Park Jn, BC Colony, Vizianagaram, Andhra Pradesh 535004, India",,,2.7,3,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJPQLylan6OzoRGVS20sbEkt4,Sri Shiva Bhavani Fancy and Garments,Jewellery,Retail,"Phool Bagh Colony Rd, Phool Bagh Colony, Phool Bagh, Vizianagaram, Andhra Pradesh 535002, India",,,4.9,8,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJ-ySQeFvlOzoRCdsNYbop0ts,Brindavan Bangle Store,Jewellery,Retail,"M G Road, 4C84+CCX, Mangala Street, Mangala Veedhi Area, Santha Pet, Vizianagaram, Andhra Pradesh 535001, India",099892 05102,,3.8,4,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJZ758vAQVPDoR1dMzTYtefnI,Vanalaxmi Bangles,Jewellery,Retail,"bangke store, vanalaxmi, Kaspa St, Kalinga Road, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",099854 76425,,5,6,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJ4ZUyHCDlOzoRlMHRiJR7oEg,MAHADEV & CO,Jewellery,Retail,"7-2-29/2, Rangireeju St, near Amba Bhawani Temple, Santha Pet, Vizianagaram, Andhra Pradesh 535001, India",090301 76750,,None,0,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
google_maps,ChIJhds5pZtRPToRtwrkV4xjob8,Rukmani Bangles Store,Jewellery,Retail,"8QCP+7FR, 2nd line, Somanath Nagar, Brahmapur, Odisha 760001, India",091666 64005,,4.6,11,OPERATIONAL,,,,Vizianagaram,Andhra Pradesh,India
